Título,Autores,Año,Journal,DOI,URL,Fuente
Harnessing non‑invasive vagal neuromodulation: HRV biofeedback and SSP for cardiovascular and autonomic regulation (Review),"Asaf Gitler, Yoav Bar Yosef, Uri Kotzer, Ariel Levine",2025,Medicine International,10.3892/mi.2025.236,https://www.semanticscholar.org/paper/4554922a77faa841448662f7462fdf8e92b19c18,Semantic Scholar
The Hidden Strain of Digital Dependency Among Healthcare Workers,"Asma Shabbir, Sana Ahmed, Muhammad Mateen Anwer",2025,Pakistan Heart Journal,10.47144/phj.v58i2.3155,https://www.semanticscholar.org/paper/4874a78e21012d52585aacbb2d0b71c8f265da53,Semantic Scholar
Discussing the Score of Cardioembolic Ischemic Stroke in Chagas Disease,"F. Mendes, M. Mediano, Rudson Santos Silva, S. Xavier, P. E. A. D. do Brasil, R. Saraiva, A. Hasslocher-Moreno, A. S. de Sousa",2020,Tropical Medicine and Infectious Disease,10.3390/tropicalmed5020082,https://www.semanticscholar.org/paper/abc8662e73945e45726f3096e2064dc9c019b8f6,Semantic Scholar
Gender Differences in Publication Authorship During COVID‐19: A Bibliometric Analysis of High‐Impact Cardiology Journals,"E. DeFilippis, Lauren Sinnenberg, N. Mahmud, M. Wood, S. Hayes, E. Michos, N. Reza",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.019005,https://www.semanticscholar.org/paper/ef44f30d2200918820d2898ac0b79e21f692577e,Semantic Scholar
[The relationship between comorbidity factors and in-hospital mortality in patients with carbapenem-resistant Klebsiella pneumoniae pneumonia].,"Y. Wang, J. Cui, D. D. Wang, C. Y. Ge, Y. J. Hu, X. Ai",2024,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],10.3760/cma.j.cn112150-20240612-00462,https://www.semanticscholar.org/paper/1be0f9bfa6b5edff2357d2826695f1df5ad5acd9,Semantic Scholar
Clinical Frailty Scale as a predictor of adverse outcomes following aortic valve replacement: a systematic review and meta-analysis,"T. Prendiville, A. Leahy, A. Gabr, F. Ahmad, J. Afilalo, G. Martin, M. Mamas, I. Casserly, A. Mohamed, A. Saleh, E. Shanahan, M. O'Connor, R. Galvin",2023,Open Heart,10.1136/openhrt-2023-002354,https://www.semanticscholar.org/paper/4f0d4a1b383b1d973e6ab6428c4b2fbcf1a5c1cd,Semantic Scholar
Chest X-ray features facilitate screening for pulmonary hypertension caused by fibrosing mediastinitis,"Mingfang Zhou, Bo Li, Yaling Chen, Aqian Wang, Yining Zhu, Yu Li, H. Su, Jingchun Fan, Yan Zhang, Yunshan Cao",2022,Therapeutic Advances in Chronic Disease,10.1177/20406223221143245,https://www.semanticscholar.org/paper/864508351ec15c14a6bccc71741ea1016b4ceb6f,Semantic Scholar
Machine learning: a long way from implementation in cardiovascular disease,"Suliang Chen, A. Banerjee",2020,Heart,10.1136/heartjnl-2019-316030,https://www.semanticscholar.org/paper/07d6e9d301c040167f37891bbac7e3a9b295c664,Semantic Scholar
Insulin Homeostasis Mediates the Relationship Between Cardiorespiratory Fitness and Cognitive Speed in Aging Adults,"Clayton Connor McIntyre, J. M. Gaitan, Kyle J Edmunds, S. Lose, B. Bendlin, M. Sager, S. Asthana, Sterling C. Johnson, O. Okonkwo",2023,Journal of Alzheimer's Disease,10.3233/JAD-221249,https://www.semanticscholar.org/paper/30399d2d3be0475cd2d4c3d7e147bd0715eed465,Semantic Scholar
What have we learnt from the inhibition of IL-6 in RA and what are the clinical opportunities for patient outcomes?,"Peter C. Taylor, E. Feist, Janet Pope, Peter Nash, J. Sibilia, R. Caporali, Alejandro Balsa",2024,Therapeutic Advances in Musculoskeletal Disease,10.1177/1759720X241283340,https://www.semanticscholar.org/paper/84a68f1eb434961cad679e611cf382bbf0061543,Semantic Scholar
INOCA affects more than the coronaries,"J. Mailey, J. Moore, P. Brennan, M. Jing, A. Awuah, James Alastair McLaughlin, M. Nesbit, C. Moore, M. Spence",2022,European Heart Journal,10.1093/eurheartj/ehac544.1192,https://www.semanticscholar.org/paper/d4130442e2bb93f1e377823eeab175853a96c8ef,Semantic Scholar
Artificial intelligence models in prediction of response to cardiac resynchronization therapy: a systematic review,"Wojciech Nazar, Stanisław Szymanowicz, Krzysztof Nazar, D. Kaufmann, E. Wabich, Rüdiger C. Braun-Dullaeus, L. Daniłowicz-Szymanowicz",2023,Heart Failure Reviews,10.1007/s10741-023-10357-8,https://www.semanticscholar.org/paper/75f4f2d7d806522842b862167b6158d2649b5e7d,Semantic Scholar
Left ventricular dimensions and mass measurement from 3D echocardiography: are we there yet?,"G. Quill, D. Zhao, K. Gilbert, V. Wang, M. Legget, P. Ruygrok, R. Doughty, A. Young, M. Nash",2022,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jeab289.333,https://www.semanticscholar.org/paper/faba7241bdb61ccfca6daaa52d307dc373f41fa8,Semantic Scholar
"Polygenic Risk, Midlife Life's Simple 7, and Lifetime Risk of Stroke","E. Thomas, Nitesh Enduru, A. Tin, E. Boerwinkle, Michael E. Griswold, T. Mosley, R. Gottesman, M. Fornage",2022,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.122.025703,https://www.semanticscholar.org/paper/e872931756fc9eb3ccbcbd929131c126427e203b,Semantic Scholar
The association between obesity indicators and mortality among individuals with hyperlipidemia: evidence from the NHANES 2003–2018,"Yiheng Zhang, Yajun Yao",2025,Lipids in Health and Disease,10.1186/s12944-025-02442-8,https://www.semanticscholar.org/paper/4a8ab32bc57ca9373fbdfc3d45c666db2545d16a,Semantic Scholar
Closed-Loop Fully Automated Wireless Vagus Nerve Stimulation: Heralding a New Paradigm in Bioelectronic Medicine,"Raza ur Rehman Rana, Rida Fatima, Ahmad Furqan Anjum",2025,INNOVAPATH,10.63501/dz0fpr48,https://www.semanticscholar.org/paper/ae67c9e273f3c87f64145f6e210ca0cb3b359c72,Semantic Scholar
1987-LB: Limitations of Artificial Intelligence Research in Predicting Type 2 Diabetes Macrovascular Complications—A Scoping Review,"Aqsha Nur, D. Harbuwono",2024,Diabetes,10.2337/db24-1987-lb,https://www.semanticscholar.org/paper/587f323d5f796f9a1274fc849df7e5b4145155d3,Semantic Scholar
Electrocardiogram signals classification using discrete wavelet transform and support vector machine classifier,"Youssef Toulni, Nsiri Benayad, Belhoussine Drissi Taoufiq",2021,IAES International Journal of Artificial Intelligence (IJ-AI),10.11591/ijai.v10.i4.pp960-970,https://www.semanticscholar.org/paper/859b6cc3eb864f1f4796cb917dcfbcecfbb82c58,Semantic Scholar
A phenomapping-derived tool to personalize the selection of anatomical vs. functional testing in evaluating chest pain (ASSIST).,"E. Oikonomou, David van Dijk, H. Parise, M. Suchard, James de Lemos, C. Antoniades, E. Velazquez, E. Miller, Rohan Khera",2021,European heart journal,10.1093/eurheartj/ehab223,https://www.semanticscholar.org/paper/527a67fc7f73351dacb06f9e1e9607bbf3e6a3c6,Semantic Scholar
Adaptive versus maladaptive right ventricular remodelling,"Z. Rako, N. Kremer, A. Yogeswaran, M. Richter, K. Tello",2022,ESC Heart Failure,10.1002/ehf2.14233,https://www.semanticscholar.org/paper/eac71dd0fe2901172e2760548e1d4c0a5c04c3da,Semantic Scholar
Quantitative cardiovascular magnetic resonance myocardial perfusion mapping to assess hyperaemic response to adenosine stress.,"T. Kotecha, J. M. Monteagudo, A. Martinez-Naharro, L. Chacko, James T Brown, D. Knight, K. Knott, P. Hawkins, J. Moon, S. Plein, H. Xue, P. Kellman, T. Lockie, N. Patel, R. Rakhit, M. Fontana",2020,European heart journal cardiovascular Imaging,10.1093/ehjci/jeaa252,https://www.semanticscholar.org/paper/5bf94b1d72f5afee626d87c60b0c8defdc653428,Semantic Scholar
Electrocardiographic artificial intelligence model for timely detection of preeclampsia,"L. Butler, F. Gunturkun, I. Karabayir, L. Chinthala, B. Batu, R. L. Davis, O. Akbilgic",2023,European Heart Journal,10.1093/eurheartj/ehad655.2915,https://www.semanticscholar.org/paper/bbb049c08b79e226baf87193faf17fc1bfbef2b9,Semantic Scholar
Functional status is associated with mean right atrial pressure derived from cardiac MRI,"T. Newman, G. Matthews, H. Assadi, R. Li, C. Grafton-Clarke, Z. Mehmood, B. Kasmai, C. Sawh, L. Zhong, J. Cavalcante, R. Thomson, N. Aung, R. J. Van Der Geest, A. Swift, P. Garg",2024,European Heart Journal,10.1093/eurheartj/ehae666.245,https://www.semanticscholar.org/paper/09601a3b60735fbd375a0cf410dd4dd8e75c4a37,Semantic Scholar
Abstract 15229: An Artificial Intelligence Deep Neural Network Analysis of the 12-lead Electrocardiogram Distinguishes Patients With Congenital Long Qt Syndrome From Patients With Acquired Qt Prolongation,"J. Bos, Kan Liu, Z. Attia, P. Noseworthy, Paul A Friedman, M. Ackerman",2022,Circulation,10.1161/circ.146.suppl_1.15229,https://www.semanticscholar.org/paper/f6742130430a10cd7f571c3fa2388a8ce21a6527,Semantic Scholar
Cardiac oxidative stress: a potential tool for risk stratification in cardiac sarcoidosis,"Kyle B. Franke, R. Mahajan",2022,Heart,10.1136/heartjnl-2021-320590,https://www.semanticscholar.org/paper/600c92efb7d36101a3993955ce031e1dfcef27f4,Semantic Scholar
180-day readmission risk model for older adults with acute myocardial infarction: the SILVER-AMI study,"J. Dodson, A. Hajduk, T. Murphy, M. Geda, H. Krumholz, Sui W. Tsang, M. Nanna, M. Tinetti, Gregory M. Ouellet, Deborah Sybrant, T. Gill, S. Chaudhry",2021,Open Heart,10.1136/openhrt-2020-001442,https://www.semanticscholar.org/paper/def847c1bc4297b0a855ace5d8df0f2921dfb625,Semantic Scholar
Artificial intelligence enabled electrocardiogram for mortality and ventricular arrhythmia prediction,"A. Sau, L. Pastika, E. Sieliwonczyk, K. Patlatzoglou, A. Ribeiro, K. McGurk, B. Zeidaabadi, H. Zhang, K. Macierzanka, N. Peters, J. Ware, A. Ribeiro, D. Kramer, J. Waks, F. Ng",2024,Europace,10.1093/europace/euae102.560,https://www.semanticscholar.org/paper/c8f89ecb0906df5b27c5209b9d2540b24c0b7c25,Semantic Scholar
AUB‐HAS2 Cardiovascular Risk Index: Performance in Surgical Subpopulations and Comparison to the Revised Cardiac Risk Index,"H. Dakik, Eman Sbaity, A. Msheik, C. Kaspar, Mahmoud Eldirani, Omar Chehab, Ossama K. Abou Hassan, A. Mailhac, M. Makki, H. Tamim",2020,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.119.016228,https://www.semanticscholar.org/paper/3badc7675658b006c97bd29c0bd428cff3641bb1,Semantic Scholar
Endocrine therapy use and cardiovascular risk in postmenopausal breast cancer survivors,"A. Matthews, Sharon Peacock Hinton, S. Stanway, A. Lyon, L. Smeeth, J. Lund, K. Bhaskaran",2020,Heart,10.1136/heartjnl-2020-317510,https://www.semanticscholar.org/paper/0f0298e7ef330a634ac1ea5acfbf94c344f6d198,Semantic Scholar
Lipid lowering in primary prevention: time to focus on young patients,"A. Hayek, G. Marquis-Gravel",2022,Heart,10.1136/heartjnl-2022-321972,https://www.semanticscholar.org/paper/60478a2983e2b2edc477c9e70cb1f14652e6a6ce,Semantic Scholar
Analysis of the snoRNA profile in ischemic and dilated cardiomyopathy,"E. Tarazón, L. Perez Carrillo, I. Alvarez, I. Gimenez Escamilla, M. Delgado Arija, I. Gonzalez, M. Portolés, E. Roselló-Lletí",2023,European Heart Journal,10.1093/eurheartj/ehad655.729,https://www.semanticscholar.org/paper/2a8e869e5d71cbc9b188f3efc45d69eacb59ce43,Semantic Scholar
Population genomic screening of young adults for familial hypercholesterolaemia: a cost-effectiveness analysis.,"C. Marquina, P. Lacaze, J. Tiller, M. Riaz, A. Sturm, M. Nelson, B. Ference, J. Pang, G. Watts, S. Nicholls, S. Zoungas, D. Liew, J. McNeil, Z. Ademi",2021,European heart journal,10.1093/eurheartj/ehab770,https://www.semanticscholar.org/paper/ee0bfd8151b99ff4f05fe67cfbef8c5b1f337955,Semantic Scholar
Value and challenges of lung ultrasound in stratifying ST-elevation myocardial infarction risk,"K. Kusunose, Y. Toma",2023,Heart,10.1136/heartjnl-2023-322949,https://www.semanticscholar.org/paper/554a2c5f96277e1f21ea0138461b5c69176175c4,Semantic Scholar
Novel path: FINDing the way forward in screening for atrial fibrillation,"S. Diederichsen, E. Svennberg",2023,Heart,10.1136/heartjnl-2023-322395,https://www.semanticscholar.org/paper/50c81ede189273a8bca20d4a686db01cc375e431,Semantic Scholar
Heartbeat: not all patients with primary mitral regurgitation are the same,C. Otto,2023,Heart,10.1136/heartjnl-2023-322427,https://www.semanticscholar.org/paper/65884f8e732d1f8dbaa8faec80e74d1b4531e6ee,Semantic Scholar
Automated analysis of echocardiograms at diagnosis is able to predict prognosis in ATTR cardiomyopathy,"A. Ioannou, R. Patel, Y. Razvi, M. Hanger, A. Martinez-Naharro, L. Venneri, S. Chi Lim, H. Yoran, M. Frost, C. Lam, J. Gillmore, M. Fontana",2023,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jead119.387,https://www.semanticscholar.org/paper/8a1b787c9fc1485c5386872368a37b4ccab0b7a4,Semantic Scholar
Psychosocial Well‐Being and Progression of Coronary Artery Calcification in Midlife Women,"I. Janssen, L. Powell, Susan A. Everson‐Rose, S. Hollenberg, Samar R. El Khoudary, K. Matthews",2022,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.023937,https://www.semanticscholar.org/paper/44cc1078490b0e20d90967383db530094f9d9262,Semantic Scholar
Identifying patients with atrial fibrillation during sinus rhythm on ECG: confirming the utility of artificial intelligence algorithm in a small-scale cohort without structural heart diseases,"S. Suzuki, J. Motogi, W. Matsuzawa, T. Takayanagi, T. Umemoto, N. Hirota, H. Nakai, A. Hyodo, K. Satoh, T. Otsuka, T. Arita, N. Yagi, J. Yajima, T. Yamashita",2021,European Heart Journal,10.1093/eurheartj/ehab724.3050,https://www.semanticscholar.org/paper/8443369f2f1c7c4ede56288dc6564a44e0e2c757,Semantic Scholar
Real-Time Data Integration for Emergency Response in Healthcare Systems,"Vamshi Bharath Munagandla, Sandeep Pochu, Sai Rama Krishna Nersu, Srikanth Reddy Kathram",2024,Journal of AI-Powered Medical Innovations (International online ISSN 3078-1930),10.60087/japmi.vol.03.issue.01.id.002,https://www.semanticscholar.org/paper/8698a78b51990a25e620c15fd7bba3be0b5639e2,Semantic Scholar
Predictive models for cardiovascular and kidney outcomes in patients with type 2 diabetes: systematic review and meta-analyses,"T. Buchan, A. Malik, Cynthia Chan, J. Chambers, Yujin Suk, J. Zhu, F. Ge, Le Huang, Lina Abril Vargas, Q. Hao, Sheyu Li, R. Mustafa, P. Vandvik, G. Guyatt, F. Foroutan",2021,Heart,10.1136/heartjnl-2021-319243,https://www.semanticscholar.org/paper/a1cdad2956b433b9a4f8cc029738eed7e459312c,Semantic Scholar
SENP1 Protects Against Pressure Overload‐Induced Cardiac Remodeling and Dysfunction Via Inhibiting STAT3 Signaling,"Dan Yang, Di Fan, Zhen Guo, Fang-Yuan Liu, Ming-yu Wang, Peng An, Zheng Yang, Qi-zhu Tang",2022,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.122.027004,https://www.semanticscholar.org/paper/383e40f83ff9b2355508b962b8d69be44da4865b,Semantic Scholar
Soluble ST2 Is a Sensitive and Specific Biomarker for Fulminant Myocarditis,"Jin Wang, Mengying He, Huihui Li, Yanghui Chen, Xiang Nie, Yuan Cai, Rong Xie, Lijuan Li, Peng Chen, Yang Sun, Chenze Li, Ting Yu, H. Zuo, G. Cui, Kun Miao, Chunxia Zhao, Jiangang Jiang, Bettina Heidecker, O. Barnett, A. Maisel, Chen Chen, Daowen Wang",2022,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.024417,https://www.semanticscholar.org/paper/957d4f5ec4617079942b255ebc39a3e449c76db8,Semantic Scholar
Psychosocial Risk Factors in Cardiac Rehabilitation: Time to Screen Beyond Anxiety and Depression,"C. Mesa-Vieira, J. Grolimund, R. von Känel, O. Franco, H. Saner",2021,Global Heart,10.5334/gh.896,https://www.semanticscholar.org/paper/563cd34ca6aa4b2d34c872965580d115a0580dfa,Semantic Scholar
Deep Learning Paradigm and Its Bias for Coronary Artery Wall Segmentation in Intravascular Ultrasound Scans: A Closer Look,"Vandana Kumari, Naresh Kumar, Sampath Kumar K, Ashish Kumar, S. Skandha, Sanjay Saxena, N. N. Khanna, John R. Laird, Narpinder Singh, Mostafa M. Fouda, L. Saba, Rajesh Singh, Jasjit S. Suri",2023,Journal of Cardiovascular Development and Disease,10.3390/jcdd10120485,https://www.semanticscholar.org/paper/9ffeeb510a3bf93f3e58b6c7a09fcde657883e8d,Semantic Scholar
Diet in Scleroderma: Is There a Need for Intervention?,"A. Burlui, A. Cardoneanu, L. Macovei, C. Rezus, L. Boiculese, M. Graur, E. Rezuș",2021,Diagnostics,10.3390/diagnostics11112118,https://www.semanticscholar.org/paper/5595798dfd1c581536dd1a15525a7e95b59e685a,Semantic Scholar
The future is not just a 6-minute walk test,"Caitlin Lee, A. Krishna, Mahmood Ahmad",2021,European Heart Journal. Digital Health,10.1093/ehjdh/ztab036,https://www.semanticscholar.org/paper/f3300effb8950f4f0aadc903369a1f753ce9739a,Semantic Scholar
"Prevalence, incidence, and outcomes across cardiovascular diseases in homeless individuals using national linked electronic health records","A. Nanjo, H. Evans, K. Direk, A. Hayward, A. Story, A. Banerjee",2020,European Heart Journal,10.1093/eurheartj/ehaa795,https://www.semanticscholar.org/paper/2267ef4ba91d390ab2f0eba61e376f950624ae53,Semantic Scholar
Dietary and Circulating Long‐Chain Omega‐3 Polyunsaturated Fatty Acids and Mortality Risk After Myocardial Infarction: A Long‐Term Follow‐Up of the Alpha Omega Cohort,"K. Pertiwi, L. K. Küpers, J. de Goede, P. Zock, D. Kromhout, J. Geleijnse",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.022617,https://www.semanticscholar.org/paper/4e66c8eab6ae608bcbc425c1c7b34c88bdfe781f,Semantic Scholar
A comprehensive review on the application of artificial intelligence in drug discovery.,"Ashrulochan Sahoo, G. Dar",2021,The Applied Biology & Chemistry Journal,10.52679/TABCJ.2021.0007,https://www.semanticscholar.org/paper/90f0d435e0287ff6dbccff6bc02f14c3f8292d70,Semantic Scholar
Genetic insights into the association of statin and newer nonstatin drug target genes with human longevity: a Mendelian randomization analysis,"Han Chen, Xiaoying Zhou, Jingwen Hu, Shuo Li, Zi Wang, Tong Zhu, Hong Cheng, Guoxin Zhang",2023,Lipids in Health and Disease,10.1186/s12944-023-01983-0,https://www.semanticscholar.org/paper/49385cf4fa5525c97d1882a3bcacc9684476b0f4,Semantic Scholar
